,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,restimulus
435479,3.988734135035826,7.3484692283495345,2.3302360395462087,1.5066519173319364,2.1656407827707715,1.61245154965971,1.3892443989449803,2.349468024894146,10.215674231297706,5.259277516921882,1.786057109949175,2.6115129714401197,2.3388031127053,1.7691806012954132,1.9,3.5383612025908264,0
415080,3.765634076752546,2.0518284528683197,1.6792855623746663,1.6852299546352716,1.6093476939431082,1.949358868961793,3.014962686336267,8.814193099768124,2.0760539492026693,1.933907960581372,1.489966442575134,1.8867962264113207,1.664331697709324,1.4177446878757824,1.865475810617763,3.0380915061926625,0
579648,2.4248711305964283,15.761345120261783,6.107372593840988,20.582516852902124,5.62316636780382,16.824089871371942,4.535416188179426,5.600892785976178,18.491349328807782,9.73909646733207,5.078385570237849,3.6180105030251086,12.32193166674771,3.504283093587046,3.391164991562634,9.151502608861565,0
588,1.862793601019716,2.3194827009486403,1.5874507866387544,1.284523257866513,1.2609520212918492,1.2083045973594573,1.5066519173319364,3.726929030716845,1.6792855623746663,3.2046840717924128,1.8788294228055933,1.8110770276274832,1.676305461424021,1.5231546211727816,8.07465169527454,1.96468827043885,0
299842,5.549774770204643,13.075549701637788,2.179449471770337,1.8734993995195195,4.363484845854286,3.27414110874898,2.9631064780058107,3.018277654557314,13.547324459095234,4.573838650411709,2.0615528128088303,3.0413812651491097,5.585696017507576,1.6583123951777,1.7262676501632068,3.4409301068170506,0
82063,2.5865034312755126,1.3152946437965904,1.3892443989449803,1.2609520212918492,1.3601470508735445,4.7791212581394085,6.244997998398398,4.135214625627067,2.0591260281974,1.5198684153570663,1.4142135623730951,1.5652475842498528,2.0542638584174138,4.267317658670374,2.9698484809834995,6.34428877022476,0
530129,2.9916550603303182,1.466287829861518,1.2767145334803705,1.6401219466856725,1.3190905958272918,1.794435844492636,1.5588457268119895,3.0967725134404045,1.5297058540778354,1.5066519173319364,1.452583904633395,1.4352700094407325,1.7578395831246945,1.6703293088490063,1.7578395831246945,1.7175564037317668,0
269142,8.187795796183488,6.683561924602779,1.786057109949175,1.6462077633154328,1.5132745950421556,1.5491933384829668,8.877499647986475,4.446346815083142,12.69724379540694,3.6742346141747673,1.865475810617763,1.6431676725154984,1.5066519173319364,5.738466694161429,5.294336596779619,4.018706259482023,0
176910,10.962663909835054,7.308898685848642,3.3763886032268267,1.8083141320025125,1.6822603841260722,1.5329709716755893,1.8788294228055933,5.5874860178795975,2.389560629069704,3.077336510685824,2.479919353527449,1.7916472867168918,1.493318452306808,1.4798648586948742,2.0024984394500787,4.108527716834828,0
116364,6.368673331236264,6.09343909463285,2.2759613353482084,1.7378147196982767,1.3892443989449803,3.420526275297414,2.209072203437452,5.2554733373883655,7.672027111526653,4.033608806019741,2.0223748416156684,1.705872210923198,1.489966442575134,3.340658617698013,1.6340134638368191,2.511971337416094,0
