,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,restimulus
142981,11.92015100575492,3.0199337741083,3.66333181680284,2.1118712081942874,1.4560219778561037,1.5748015748023625,1.8841443681416767,7.00713921654194,1.8,2.947880594596735,6.155485358604957,2.2516660498395407,1.4730919862656235,1.296148139681572,1.6031219541881396,2.443358344574124,0
280400,8.866228059327145,11.108555261599053,1.9235384061671343,1.760681686165901,1.933907960581372,1.835755975068582,1.57797338380595,3.757658845611187,4.824935232725927,2.1977260975835917,1.7146428199482249,1.9390719429665315,2.3108440016582685,1.3379088160259651,1.5066519173319364,5.171073389539158,0
515466,1.5968719422671311,1.3928388277184118,1.307669683062202,1.2569805089976536,1.2288205727444508,1.3341664064126333,1.7776388834631178,1.61245154965971,1.4387494569938155,1.489966442575134,1.4247806848775006,1.3856406460551018,1.4177446878757824,1.2609520212918492,1.606237840420901,1.6822603841260722,0
695166,9.221171292194937,2.455605831561735,1.7776388834631178,1.664331697709324,1.949358868961793,1.5231546211727816,1.9798989873223327,11.191514642799696,2.9068883707497264,1.7916472867168918,1.4628738838327795,1.5394804318340654,1.3674794331177345,1.3674794331177345,1.857417562100671,4.893873721296862,0
550964,2.177154105707724,1.9026297590440449,1.905255888325765,2.1330729007701543,1.3379088160259651,1.396424004376894,1.3527749258468684,2.12367605815953,2.295648056649799,4.742362280551751,2.280350850198276,1.5620499351813308,1.4832396974191326,1.3527749258468684,1.7262676501632068,3.059411708155671,0
551373,2.4515301344262523,4.256759330758553,1.9287301521985911,2.06881608655772,1.2529964086141667,1.2727922061357857,1.2884098726725126,2.142428528562855,2.894822965226026,4.540925015897091,2.5179356624028344,1.752141546793523,1.4730919862656235,1.5297058540778354,1.7635192088548397,3.062678566222711,0
436336,3.315116890850155,7.114773362518303,2.3086792761230392,1.606237840420901,1.8384776310850235,1.6401219466856725,1.9621416870348585,2.227105745132009,11.927279656317278,5.47905101272109,2.0223748416156684,2.8530685235374214,2.6343879744638983,1.5842979517754858,1.977371993328519,3.241913015489465,0
459162,1.6278820596099706,1.5264337522473748,1.3341664064126333,1.2124355652982142,1.3674794331177345,1.32664991614216,1.19582607431014,1.5231546211727816,3.0643106892089125,2.085665361461421,1.445683229480096,1.3711309200802089,1.307669683062202,1.284523257866513,1.378404875209022,2.102379604162864,0
366319,9.113725912051558,13.10496089273066,2.751363298439521,1.8,1.6492422502470645,2.9,3.5930488446443363,5.195190083144215,8.351646544245034,3.3466401061363023,1.91049731745428,1.6492422502470645,1.6822603841260722,1.94164878389476,2.2427661492005804,7.1603072559772185,0
598646,2.147091055358389,2.9546573405388314,2.027313493271329,1.8814887722226776,1.40356688476182,1.4106735979665883,1.5198684153570663,3.2186953878862163,9.758585963140357,9.354143466934854,3.0886890422961,1.503329637837291,1.4247806848775006,1.47648230602334,2.4186773244895647,5.921148537234985,0
20286,13.66235704408284,9.35200513259055,2.949576240750525,1.876166303929372,2.592296279363144,4.94064773081425,5.033885179461287,4.937610758251403,10.74197374787334,8.835157044444655,3.410278580995987,2.567099530598687,2.313006701244076,3.0380915061926625,4.136423575989287,7.097182539571601,0
611152,2.3086792761230392,2.3065125189341598,1.676305461424021,1.7,1.2569805089976536,1.2569805089976536,1.2767145334803705,2.463736998950984,2.8774989139876315,6.586349520030045,2.4372115213907883,1.5394804318340654,1.6522711641858303,1.94164878389476,1.7635192088548397,4.166533331199932,0
69145,1.5620499351813308,1.449137674618944,1.2569805089976536,1.2767145334803705,1.3190905958272918,1.949358868961793,1.5748015748023625,2.7440845468024486,1.4142135623730951,1.469693845669907,1.3820274961085253,1.307669683062202,1.3527749258468684,1.6278820596099706,1.5968719422671311,1.4966629547095769,0
396039,5.0990195135927845,7.059036761485238,1.8841443681416767,1.466287829861518,1.6155494421403511,3.1749015732775088,3.982461550347976,4.616275555033516,4.420407221060069,2.565151067676132,1.6583123951777,1.7175564037317668,1.70293863659264,1.8547236990991407,2.0248456731316584,5.97829407105405,0
323745,8.358229477586745,2.107130750570548,1.6822603841260722,1.6822603841260722,1.5524174696260025,1.466287829861518,1.4177446878757824,3.45108678534748,5.62672195865408,2.039607805437114,1.7776388834631178,1.5231546211727816,1.4247806848775006,1.2922847983320085,1.5329709716755893,5.345091205957107,0
335260,4.456455991031438,6.581033353509159,2.149418526020468,1.697056274847714,3.461213659975356,1.9519221295943132,2.1,2.515949125081825,9.214662229295222,4.380639222761902,2.23606797749979,2.4596747752497685,4.622769732530488,1.9874606914351791,2.0074859899884734,3.893584466786357,0
271465,12.262952336203544,13.961733416735903,2.555386467836128,2.202271554554524,7.303423854604086,4.648655719667784,10.9288608738514,6.006662967072482,16.642115250171777,7.406753674856482,2.3194827009486403,4.451965857910413,7.502666192761077,4.349712634186309,4.484417464955732,5.892367945062494,0
73242,1.6401219466856725,1.3892443989449803,1.3038404810405295,1.3114877048604,1.3190905958272918,3.2109188716004646,4.080441152620633,3.879432948254165,1.6155494421403511,1.4212670403551897,1.3892443989449803,1.449137674618944,1.8110770276274832,2.7694764848252458,1.9519221295943132,3.5930488446443363,0
289360,14.95025083401613,14.423591785682234,3.106444913401813,2.9916550603303182,16.947271166769003,8.279492738084864,15.408763740157742,7.1070387644925646,23.08289409931086,13.608085831592922,3.5369478367654787,9.394147114027968,13.713132391981054,5.489990892524322,11.276967677527502,9.039911503991618,0
210611,13.902877400020472,18.37117307087384,5.8326666285670745,2.891366458960192,7.402702209328699,4.637887450122092,3.690528417449187,5.217278984298233,2.3194827009486403,4.189272013130682,3.6386810797320495,1.8303005217723127,1.445683229480096,1.3453624047073711,1.8138357147217052,3.018277654557314,0
