,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,restimulus
73569,1.6583123951777,1.3114877048604,1.3564659966250536,1.174734012447073,1.4352700094407325,3.1559467676119,3.1874754901018454,2.988310559496787,1.5968719422671311,1.489966442575134,1.466287829861518,1.5,1.743559577416269,2.435159132377184,2.0024984394500787,3.189043743820395,0
440789,3.014962686336267,4.692547282660026,1.6613247725836149,1.3564659966250536,1.407124727947029,1.2,1.4142135623730951,1.697056274847714,7.732399368889323,3.176476034853718,1.7349351572897471,1.5524174696260025,1.503329637837291,1.9235384061671343,2.1656407827707715,2.649528259898354,0
433154,1.9078784028338915,1.396424004376894,1.3228756555322954,1.2288205727444508,1.1832159566199232,1.2409673645990855,1.1489125293076057,2.0248456731316584,1.6186414056238645,1.5066519173319364,1.3892443989449803,1.466287829861518,1.2922847983320085,1.32664991614216,1.3711309200802089,1.6703293088490063,0
21064,1.772004514666935,2.694438717061496,1.6941074346097416,1.4866068747318506,1.2328828005937953,1.3638181696985856,2.477902338672773,3.5369478367654787,2.220360331117452,4.682947789587238,1.944222209522358,1.469693845669907,1.5716233645501712,1.6309506430300091,2.253885533916929,1.697056274847714,0
129946,7.037044834303672,15.93925970677434,3.4741905532080417,1.6522711641858303,1.3892443989449803,1.5132745950421556,1.4387494569938155,4.995998398718719,3.3166247903554,6.824221567329126,1.992485884517128,1.5620499351813308,1.32664991614216,1.3892443989449803,1.61245154965971,1.9874606914351791,0
680052,5.777542730261716,1.9287301521985911,1.688194301613413,1.5132745950421556,1.5905973720586866,1.3928388277184118,1.835755975068582,8.798863562983575,3.8392707640904935,1.8708286933869709,1.4247806848775006,1.445683229480096,1.4730919862656235,1.3152946437965904,1.606237840420901,4.497777228809804,0
119306,6.527633568147036,3.0675723300355937,2.130727575266252,1.6340134638368191,1.489966442575134,1.2124355652982142,1.4866068747318506,6.077005841695399,4.012480529547776,3.7013511046643495,1.8466185312619388,1.4966629547095769,1.3114877048604,1.3490737563232045,1.6401219466856725,1.9621416870348585,0
53431,1.6340134638368191,1.5,1.3490737563232045,1.3453624047073711,1.606237840420901,1.3928388277184118,3.366006535941367,3.1559467676119,1.503329637837291,1.5231546211727816,1.51657508881031,1.849324200890693,2.549509756796392,2.0,2.72213151776324,1.6093476939431082,0
8991,19.67765229899136,11.583609109426993,4.782258880487337,3.635931792539568,4.759201613716317,7.369531871157082,9.404254356406998,8.181686867633104,20.64630717586077,6.609084656743322,4.633573135281238,8.7965902484997,5.131276644267,9.99799979995999,7.87591264552877,16.351758315239373,0
516522,2.08806130178211,1.307669683062202,1.469693845669907,1.2727922061357857,1.3453624047073711,1.40356688476182,2.771281292110204,1.862793601019716,1.5524174696260025,1.6340134638368191,1.3856406460551018,1.378404875209022,1.3114877048604,1.9798989873223327,2.8600699292150185,3.0446674695276656,0
24738,7.824960063795853,6.453681120105021,2.664582518894845,1.4966629547095769,3.181194744117373,3.847076812334269,7.192357054540604,4.6141087980237305,10.649413129370089,9.821405194777377,3.945883931389772,2.0445048300260877,3.0805843601498726,4.033608806019741,3.8948684188300895,6.143289021363068,0
105882,5.027922035990614,2.664582518894845,1.9544820285692064,1.4247806848775006,1.4866068747318506,1.378404875209022,1.4798648586948742,6.088513775955509,1.849324200890693,1.7175564037317668,1.466287829861518,1.4,1.4387494569938155,1.3711309200802089,1.4387494569938155,2.0,0
470937,2.658947160061666,3.4525353003264136,1.4798648586948742,1.40356688476182,1.3114877048604,1.3416407864998738,1.2449899597988732,1.794435844492636,5.281098370604358,2.846049894151541,1.6401219466856725,1.42828568570857,1.4387494569938155,1.5132745950421556,1.5066519173319364,2.4576411454889016,0
672364,6.930367955599472,10.649882628461215,3.251153641401772,1.6309506430300091,1.5297058540778354,1.4247806848775006,1.9390719429665315,5.824087911424415,5.989156868875618,4.450842616853577,1.676305461424021,1.3820274961085253,1.3490737563232045,1.4866068747318506,1.5874507866387544,2.5238858928247927,0
621834,2.6076809620810595,4.090232267243512,1.8894443627691184,1.3038404810405295,1.4247806848775006,1.3638181696985856,1.40356688476182,2.6981475126464085,2.91032644217105,2.172556098240043,1.4317821063276353,1.42828568570857,1.3341664064126333,1.4212670403551897,1.5329709716755893,1.8027756377319943,0
638967,5.749782604586021,8.64291617453276,2.596150997149434,1.7320508075688772,1.6822603841260722,1.4422205101855958,1.9390719429665315,5.593746508378798,6.232976816898969,3.9484174044799274,1.5968719422671311,1.5198684153570663,1.3711309200802089,1.841195263952197,1.96468827043885,2.4919871588754225,0
