,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Predict out,restimulus
0,7.122499561249548,7.433034373659253,2.584569596664017,1.835755975068582,1.786057109949175,1.4387494569938155,1.8547236990991407,10.197548725061331,3.64828726939094,2.9154759474226504,1.5198684153570663,1.6552945357246849,1.4247806848775006,1.4142135623730951,1.664331697709324,4.360045871318328,0,0
1,1.6217274740226857,1.3228756555322954,1.2884098726725126,1.2529964086141667,1.2767145334803705,1.161895003862225,1.2727922061357857,1.4832396974191326,1.4387494569938155,1.5874507866387544,1.3820274961085253,1.407124727947029,1.4594519519326423,1.2922847983320085,1.5748015748023625,1.3416407864998738,0,0
2,5.778408085277467,3.7013511046643495,2.7586228448267445,1.5198684153570663,1.296148139681572,1.32664991614216,1.3190905958272918,1.772004514666935,3.295451410656816,5.668333088307356,3.971145930332956,2.06881608655772,1.4560219778561037,1.3856406460551018,1.7320508075688772,4.352011029397789,0,0
3,1.3,1.2529964086141667,1.2489995996796797,1.2688577540449522,1.407124727947029,1.3601470508735445,2.949576240750525,1.4832396974191326,1.3638181696985856,1.42828568570857,1.493318452306808,1.9261360284258224,2.6551836094703507,1.8814887722226776,2.23159136044214,1.4560219778561037,0,0
4,1.5099668870541498,1.5099668870541498,1.3304134695650072,1.2409673645990855,1.2165525060596438,1.2041594578792296,1.2727922061357857,3.2588341473600644,1.4317821063276353,1.5556349186104046,1.5132745950421556,1.4730919862656235,1.4,1.4628738838327795,1.5968719422671311,1.4730919862656235,0,0
5,2.541653005427767,2.211334438749598,1.469693845669907,2.1563858652847827,1.4142135623730951,1.469693845669907,1.3038404810405295,2.280350850198276,4.186884283091665,3.2908965343808667,1.760681686165901,1.746424919657298,1.5,1.4106735979665883,1.9467922333931784,3.845776904605882,0,0
6,2.541653005427767,4.257933771208753,1.697056274847714,1.2288205727444508,1.2165525060596438,1.2727922061357857,1.2489995996796797,2.151743479135001,2.39791576165636,2.0542638584174138,1.5198684153570663,1.466287829861518,1.2688577540449522,1.3304134695650072,1.4352700094407325,1.9467922333931784,0,0
7,7.766595135579039,4.583666654546336,2.3086792761230392,1.61245154965971,1.9157244060668013,2.0,3.130495168499705,13.847743498491008,5.691221310052878,3.8431757701151272,1.905255888325765,1.5427248620541512,1.4594519519326423,3.9382737335030433,1.9313207915827968,4.757099956906519,0,0
8,2.345207879911715,1.452583904633395,1.2409673645990855,1.3820274961085253,1.5588457268119895,4.881598098983569,5.285830114561004,3.5972211497209896,2.0952326839756963,1.4387494569938155,1.3416407864998738,1.466287829861518,2.1587033144922905,3.5454195802471675,3.2388269481403293,5.514526271584895,0,0
9,2.056696380120313,3.023243291566195,1.4177446878757824,1.452583904633395,1.2727922061357857,1.2328828005937953,1.3527749258468684,1.6941074346097416,3.0,2.0149441679609885,1.5362291495737217,1.5297058540778354,1.3379088160259651,1.1575836902790226,1.378404875209022,1.8193405398660247,0,0
10,6.780117993073572,13.258959235173778,2.3,2.0952326839756963,7.421590126111789,3.88587184554509,3.318132004607412,4.343961325794695,11.258330249197702,3.176476034853718,2.215851980616034,4.20356991139674,6.5612498809297,1.5620499351813308,1.6941074346097416,4.295346318982906,0,0
11,17.55704986607944,4.502221673796171,3.241913015489465,2.209072203437452,2.08806130178211,1.8681541692269408,2.8583211855912904,9.794896630388704,3.87556447501522,4.483302354291979,3.73496987939662,2.147091055358389,1.7776388834631178,1.4106735979665883,3.1016124838541645,6.202418882984283,0,0
12,20.90765410083112,22.28833775767049,3.4713109915419564,2.6870057685088806,5.9169248769948055,7.594076639065476,17.14467847467546,9.274696760541554,17.7451401797788,16.339828640472337,3.383784863137726,3.531288716601915,4.741307836451879,7.51398695766768,16.49151296879701,14.38853710423683,0,0
13,9.707728879609276,2.336664289109585,1.7378147196982767,1.4212670403551897,1.2529964086141667,1.3490737563232045,1.445683229480096,3.419064199455752,6.726812023536855,2.0542638584174138,1.9131126469708992,1.4966629547095769,1.3304134695650072,1.2884098726725126,1.688194301613413,8.317451532771322,0,0
14,6.010823570859488,9.015542135667715,1.9287301521985911,1.6703293088490063,1.5231546211727816,2.740437921208944,3.1240998703626617,2.9782545223670858,9.705153270299238,3.0643106892089125,1.5297058540778354,1.6941074346097416,1.5459624833740306,1.4142135623730951,1.6792855623746663,2.9086079144497976,0,0
15,10.086129089001387,7.888599368709251,4.724404724407087,1.8894443627691184,1.786057109949175,2.177154105707724,3.686461718233352,13.477388471065156,4.201190307520001,12.22620137246234,5.426785420486054,2.046948949045872,1.7291616465790582,1.7635192088548397,3.896151947755632,10.971326264403952,0,0
16,9.66798841538404,5.126402247190518,2.0248456731316584,1.503329637837291,1.5459624833740306,1.4317821063276353,1.7804493814764857,4.194043395102153,3.5,2.4617067250182343,1.5329709716755893,1.6155494421403511,1.3190905958272918,1.3152946437965904,2.01246117974981,5.111751167652823,0,0
17,10.31600697944704,7.6432977176085455,3.146426544510455,1.5132745950421556,1.4560219778561037,1.6522711641858303,1.9621416870348585,4.701063709417263,4.32087954009366,5.998333101787529,3.928103868280471,2.19317121994613,1.624807680927192,1.469693845669907,2.2045407685048604,3.397057550292605,0,0
